"","concat","count","sampleorigin","cluster","prop","condid","group","cellgroup"
"366","INCOV067-AC|10",5,"INCOV067-AC","Expanded",0.017921146953405,"Mild_38","Mild","Expanded_Mild"
"367","INCOV067-AC|2",11,"INCOV067-AC","Expanded",0.039426523297491,"Mild_38","Mild","Expanded_Mild"
"368","INCOV067-AC|3",60,"INCOV067-AC","Expanded",0.21505376344086,"Mild_38","Mild","Expanded_Mild"
"369","INCOV067-AC|5",8,"INCOV067-AC","Expanded",0.028673835125448,"Mild_38","Mild","Expanded_Mild"
"370","INCOV067-AC|7",3,"INCOV067-AC","Expanded",0.010752688172043,"Mild_38","Mild","Expanded_Mild"
"371","INCOV067-AC|9",15,"INCOV067-AC","Expanded",0.0537634408602151,"Mild_38","Mild","Expanded_Mild"
"372","INCOV067-BL|0",31,"INCOV067-BL","Expanded",0.158163265306122,"Mild_39","Mild","Expanded_Mild"
"373","INCOV067-BL|2",3,"INCOV067-BL","Expanded",0.0153061224489796,"Mild_39","Mild","Expanded_Mild"
"374","INCOV067-BL|3",24,"INCOV067-BL","Expanded",0.122448979591837,"Mild_39","Mild","Expanded_Mild"
"375","INCOV067-BL|5",3,"INCOV067-BL","Expanded",0.0153061224489796,"Mild_39","Mild","Expanded_Mild"
"376","INCOV067-BL|9",11,"INCOV067-BL","Expanded",0.0561224489795918,"Mild_39","Mild","Expanded_Mild"
"377","INCOV042-BL|0",10,"INCOV042-BL","Expanded",0.0602409638554217,"Mild_4","Mild","Expanded_Mild"
"378","INCOV042-BL|13",1,"INCOV042-BL","Expanded",0.00602409638554217,"Mild_4","Mild","Expanded_Mild"
"379","INCOV042-BL|2",2,"INCOV042-BL","Expanded",0.0120481927710843,"Mild_4","Mild","Expanded_Mild"
"380","INCOV042-BL|3",2,"INCOV042-BL","Expanded",0.0120481927710843,"Mild_4","Mild","Expanded_Mild"
"381","INCOV042-BL|7",30,"INCOV042-BL","Expanded",0.180722891566265,"Mild_4","Mild","Expanded_Mild"
"382","INCOV068-AC|0",13,"INCOV068-AC","Expanded",0.160493827160494,"Mild_40","Mild","Expanded_Mild"
"383","INCOV068-AC|10",3,"INCOV068-AC","Expanded",0.037037037037037,"Mild_40","Mild","Expanded_Mild"
"384","INCOV068-AC|3",13,"INCOV068-AC","Expanded",0.160493827160494,"Mild_40","Mild","Expanded_Mild"
"385","INCOV068-BL|0",16,"INCOV068-BL","Expanded",0.210526315789474,"Mild_41","Mild","Expanded_Mild"
"386","INCOV068-BL|10",1,"INCOV068-BL","Expanded",0.0131578947368421,"Mild_41","Mild","Expanded_Mild"
"387","INCOV068-BL|13",1,"INCOV068-BL","Expanded",0.0131578947368421,"Mild_41","Mild","Expanded_Mild"
"388","INCOV068-BL|2",2,"INCOV068-BL","Expanded",0.0263157894736842,"Mild_41","Mild","Expanded_Mild"
"389","INCOV068-BL|3",3,"INCOV068-BL","Expanded",0.0394736842105263,"Mild_41","Mild","Expanded_Mild"
"390","INCOV068-BL|5",1,"INCOV068-BL","Expanded",0.0131578947368421,"Mild_41","Mild","Expanded_Mild"
"391","INCOV069-AC|0",220,"INCOV069-AC","Expanded",0.20952380952381,"Mild_42","Mild","Expanded_Mild"
"392","INCOV069-AC|10",85,"INCOV069-AC","Expanded",0.080952380952381,"Mild_42","Mild","Expanded_Mild"
"393","INCOV069-AC|2",500,"INCOV069-AC","Expanded",0.476190476190476,"Mild_42","Mild","Expanded_Mild"
"394","INCOV069-AC|3",78,"INCOV069-AC","Expanded",0.0742857142857143,"Mild_42","Mild","Expanded_Mild"
"395","INCOV069-AC|5",101,"INCOV069-AC","Expanded",0.0961904761904762,"Mild_42","Mild","Expanded_Mild"
"396","INCOV069-AC|7",2,"INCOV069-AC","Expanded",0.0019047619047619,"Mild_42","Mild","Expanded_Mild"
"397","INCOV069-AC|9",13,"INCOV069-AC","Expanded",0.0123809523809524,"Mild_42","Mild","Expanded_Mild"
"398","INCOV074-AC|0",23,"INCOV074-AC","Expanded",0.410714285714286,"Mild_43","Mild","Expanded_Mild"
"399","INCOV074-AC|3",1,"INCOV074-AC","Expanded",0.0178571428571429,"Mild_43","Mild","Expanded_Mild"
"400","INCOV074-AC|5",8,"INCOV074-AC","Expanded",0.142857142857143,"Mild_43","Mild","Expanded_Mild"
"401","INCOV074-BL|0",27,"INCOV074-BL","Expanded",0.198529411764706,"Mild_44","Mild","Expanded_Mild"
"402","INCOV074-BL|10",3,"INCOV074-BL","Expanded",0.0220588235294118,"Mild_44","Mild","Expanded_Mild"
"403","INCOV074-BL|3",7,"INCOV074-BL","Expanded",0.0514705882352941,"Mild_44","Mild","Expanded_Mild"
"404","INCOV074-BL|5",12,"INCOV074-BL","Expanded",0.0882352941176471,"Mild_44","Mild","Expanded_Mild"
"405","INCOV076-AC|0",72,"INCOV076-AC","Expanded",0.221538461538462,"Mild_45","Mild","Expanded_Mild"
"406","INCOV076-AC|10",8,"INCOV076-AC","Expanded",0.0246153846153846,"Mild_45","Mild","Expanded_Mild"
"407","INCOV076-AC|13",1,"INCOV076-AC","Expanded",0.00307692307692308,"Mild_45","Mild","Expanded_Mild"
"408","INCOV076-AC|2",31,"INCOV076-AC","Expanded",0.0953846153846154,"Mild_45","Mild","Expanded_Mild"
"409","INCOV076-AC|3",95,"INCOV076-AC","Expanded",0.292307692307692,"Mild_45","Mild","Expanded_Mild"
"410","INCOV076-AC|5",13,"INCOV076-AC","Expanded",0.04,"Mild_45","Mild","Expanded_Mild"
"411","INCOV076-AC|7",1,"INCOV076-AC","Expanded",0.00307692307692308,"Mild_45","Mild","Expanded_Mild"
"412","INCOV076-AC|9",1,"INCOV076-AC","Expanded",0.00307692307692308,"Mild_45","Mild","Expanded_Mild"
"413","INCOV076-BL|0",58,"INCOV076-BL","Expanded",0.253275109170306,"Mild_46","Mild","Expanded_Mild"
"414","INCOV076-BL|10",4,"INCOV076-BL","Expanded",0.0174672489082969,"Mild_46","Mild","Expanded_Mild"
"415","INCOV076-BL|13",4,"INCOV076-BL","Expanded",0.0174672489082969,"Mild_46","Mild","Expanded_Mild"
"416","INCOV076-BL|2",28,"INCOV076-BL","Expanded",0.122270742358079,"Mild_46","Mild","Expanded_Mild"
"417","INCOV076-BL|3",80,"INCOV076-BL","Expanded",0.349344978165939,"Mild_46","Mild","Expanded_Mild"
"418","INCOV076-BL|5",7,"INCOV076-BL","Expanded",0.0305676855895196,"Mild_46","Mild","Expanded_Mild"
"419","INCOV076-BL|7",1,"INCOV076-BL","Expanded",0.00436681222707424,"Mild_46","Mild","Expanded_Mild"
"420","INCOV076-BL|9",3,"INCOV076-BL","Expanded",0.0131004366812227,"Mild_46","Mild","Expanded_Mild"
"421","INCOV081-AC|0",39,"INCOV081-AC","Expanded",0.159183673469388,"Mild_47","Mild","Expanded_Mild"
"422","INCOV081-AC|10",2,"INCOV081-AC","Expanded",0.00816326530612245,"Mild_47","Mild","Expanded_Mild"
"423","INCOV081-AC|13",2,"INCOV081-AC","Expanded",0.00816326530612245,"Mild_47","Mild","Expanded_Mild"
"424","INCOV081-AC|2",9,"INCOV081-AC","Expanded",0.036734693877551,"Mild_47","Mild","Expanded_Mild"
"425","INCOV081-AC|3",80,"INCOV081-AC","Expanded",0.326530612244898,"Mild_47","Mild","Expanded_Mild"
"426","INCOV081-AC|5",21,"INCOV081-AC","Expanded",0.0857142857142857,"Mild_47","Mild","Expanded_Mild"
"427","INCOV081-AC|7",1,"INCOV081-AC","Expanded",0.00408163265306122,"Mild_47","Mild","Expanded_Mild"
"428","INCOV081-AC|9",6,"INCOV081-AC","Expanded",0.0244897959183673,"Mild_47","Mild","Expanded_Mild"
"429","INCOV081-BL|0",25,"INCOV081-BL","Expanded",0.112612612612613,"Mild_48","Mild","Expanded_Mild"
"430","INCOV081-BL|10",1,"INCOV081-BL","Expanded",0.0045045045045045,"Mild_48","Mild","Expanded_Mild"
"431","INCOV081-BL|13",2,"INCOV081-BL","Expanded",0.00900900900900901,"Mild_48","Mild","Expanded_Mild"
"432","INCOV081-BL|2",1,"INCOV081-BL","Expanded",0.0045045045045045,"Mild_48","Mild","Expanded_Mild"
"433","INCOV081-BL|3",9,"INCOV081-BL","Expanded",0.0405405405405405,"Mild_48","Mild","Expanded_Mild"
"434","INCOV082-AC|0",22,"INCOV082-AC","Expanded",0.176,"Mild_49","Mild","Expanded_Mild"
"435","INCOV082-AC|13",4,"INCOV082-AC","Expanded",0.032,"Mild_49","Mild","Expanded_Mild"
"436","INCOV082-AC|2",1,"INCOV082-AC","Expanded",0.008,"Mild_49","Mild","Expanded_Mild"
"437","INCOV082-AC|3",37,"INCOV082-AC","Expanded",0.296,"Mild_49","Mild","Expanded_Mild"
"438","INCOV082-AC|5",2,"INCOV082-AC","Expanded",0.016,"Mild_49","Mild","Expanded_Mild"
"439","INCOV082-AC|7",1,"INCOV082-AC","Expanded",0.008,"Mild_49","Mild","Expanded_Mild"
"440","INCOV082-AC|9",2,"INCOV082-AC","Expanded",0.016,"Mild_49","Mild","Expanded_Mild"
"441","INCOV071-AC|0",17,"INCOV071-AC","Expanded",0.118055555555556,"Mild_5","Mild","Expanded_Mild"
"442","INCOV071-AC|2",9,"INCOV071-AC","Expanded",0.0625,"Mild_5","Mild","Expanded_Mild"
"443","INCOV071-AC|3",2,"INCOV071-AC","Expanded",0.0138888888888889,"Mild_5","Mild","Expanded_Mild"
"444","INCOV071-AC|5",16,"INCOV071-AC","Expanded",0.111111111111111,"Mild_5","Mild","Expanded_Mild"
"445","INCOV071-AC|9",2,"INCOV071-AC","Expanded",0.0138888888888889,"Mild_5","Mild","Expanded_Mild"
"446","INCOV082-BL|0",197,"INCOV082-BL","Expanded",0.095031355523396,"Mild_50","Mild","Expanded_Mild"
"447","INCOV082-BL|10",8,"INCOV082-BL","Expanded",0.00385914134105162,"Mild_50","Mild","Expanded_Mild"
"448","INCOV082-BL|13",10,"INCOV082-BL","Expanded",0.00482392667631452,"Mild_50","Mild","Expanded_Mild"
"449","INCOV082-BL|2",55,"INCOV082-BL","Expanded",0.0265315967197299,"Mild_50","Mild","Expanded_Mild"
"450","INCOV082-BL|3",662,"INCOV082-BL","Expanded",0.319343945972021,"Mild_50","Mild","Expanded_Mild"
"451","INCOV082-BL|5",34,"INCOV082-BL","Expanded",0.0164013506994694,"Mild_50","Mild","Expanded_Mild"
"452","INCOV082-BL|9",995,"INCOV082-BL","Expanded",0.479980704293295,"Mild_50","Mild","Expanded_Mild"
"453","INCOV083-AC|0",24,"INCOV083-AC","Expanded",0.210526315789474,"Mild_51","Mild","Expanded_Mild"
"454","INCOV083-AC|13",3,"INCOV083-AC","Expanded",0.0263157894736842,"Mild_51","Mild","Expanded_Mild"
"455","INCOV083-AC|3",56,"INCOV083-AC","Expanded",0.491228070175439,"Mild_51","Mild","Expanded_Mild"
"456","INCOV083-AC|5",2,"INCOV083-AC","Expanded",0.0175438596491228,"Mild_51","Mild","Expanded_Mild"
"457","INCOV083-BL|0",91,"INCOV083-BL","Expanded",0.0945945945945946,"Mild_52","Mild","Expanded_Mild"
"458","INCOV083-BL|10",2,"INCOV083-BL","Expanded",0.00207900207900208,"Mild_52","Mild","Expanded_Mild"
"459","INCOV083-BL|13",3,"INCOV083-BL","Expanded",0.00311850311850312,"Mild_52","Mild","Expanded_Mild"
"460","INCOV083-BL|2",16,"INCOV083-BL","Expanded",0.0166320166320166,"Mild_52","Mild","Expanded_Mild"
"461","INCOV083-BL|3",310,"INCOV083-BL","Expanded",0.322245322245322,"Mild_52","Mild","Expanded_Mild"
"462","INCOV083-BL|5",58,"INCOV083-BL","Expanded",0.0602910602910603,"Mild_52","Mild","Expanded_Mild"
"463","INCOV083-BL|7",1,"INCOV083-BL","Expanded",0.00103950103950104,"Mild_52","Mild","Expanded_Mild"
"464","INCOV083-BL|9",1,"INCOV083-BL","Expanded",0.00103950103950104,"Mild_52","Mild","Expanded_Mild"
"465","INCOV088-AC|0",19,"INCOV088-AC","Expanded",0.163793103448276,"Mild_53","Mild","Expanded_Mild"
"466","INCOV088-AC|2",1,"INCOV088-AC","Expanded",0.00862068965517241,"Mild_53","Mild","Expanded_Mild"
"467","INCOV088-AC|5",8,"INCOV088-AC","Expanded",0.0689655172413793,"Mild_53","Mild","Expanded_Mild"
"468","INCOV088-AC|9",1,"INCOV088-AC","Expanded",0.00862068965517241,"Mild_53","Mild","Expanded_Mild"
"469","INCOV092-AC|0",72,"INCOV092-AC","Expanded",0.428571428571429,"Mild_54","Mild","Expanded_Mild"
"470","INCOV092-AC|10",3,"INCOV092-AC","Expanded",0.0178571428571429,"Mild_54","Mild","Expanded_Mild"
"471","INCOV092-AC|2",12,"INCOV092-AC","Expanded",0.0714285714285714,"Mild_54","Mild","Expanded_Mild"
"472","INCOV092-AC|3",16,"INCOV092-AC","Expanded",0.0952380952380952,"Mild_54","Mild","Expanded_Mild"
"473","INCOV092-AC|5",42,"INCOV092-AC","Expanded",0.25,"Mild_54","Mild","Expanded_Mild"
"474","INCOV092-AC|9",10,"INCOV092-AC","Expanded",0.0595238095238095,"Mild_54","Mild","Expanded_Mild"
"475","INCOV092-BL|0",79,"INCOV092-BL","Expanded",0.379807692307692,"Mild_55","Mild","Expanded_Mild"
"476","INCOV092-BL|10",2,"INCOV092-BL","Expanded",0.00961538461538462,"Mild_55","Mild","Expanded_Mild"
"477","INCOV092-BL|2",15,"INCOV092-BL","Expanded",0.0721153846153846,"Mild_55","Mild","Expanded_Mild"
"478","INCOV092-BL|3",25,"INCOV092-BL","Expanded",0.120192307692308,"Mild_55","Mild","Expanded_Mild"
"479","INCOV092-BL|5",57,"INCOV092-BL","Expanded",0.274038461538462,"Mild_55","Mild","Expanded_Mild"
"480","INCOV092-BL|9",9,"INCOV092-BL","Expanded",0.0432692307692308,"Mild_55","Mild","Expanded_Mild"
"481","INCOV093-AC|0",77,"INCOV093-AC","Expanded",0.204787234042553,"Mild_56","Mild","Expanded_Mild"
"482","INCOV093-AC|10",7,"INCOV093-AC","Expanded",0.0186170212765957,"Mild_56","Mild","Expanded_Mild"
"483","INCOV093-AC|2",40,"INCOV093-AC","Expanded",0.106382978723404,"Mild_56","Mild","Expanded_Mild"
"484","INCOV093-AC|3",31,"INCOV093-AC","Expanded",0.0824468085106383,"Mild_56","Mild","Expanded_Mild"
"485","INCOV093-AC|5",184,"INCOV093-AC","Expanded",0.48936170212766,"Mild_56","Mild","Expanded_Mild"
"486","INCOV094-AC|0",11,"INCOV094-AC","Expanded",0.127906976744186,"Mild_57","Mild","Expanded_Mild"
"487","INCOV094-AC|10",2,"INCOV094-AC","Expanded",0.0232558139534884,"Mild_57","Mild","Expanded_Mild"
"488","INCOV094-AC|2",2,"INCOV094-AC","Expanded",0.0232558139534884,"Mild_57","Mild","Expanded_Mild"
"489","INCOV094-AC|3",3,"INCOV094-AC","Expanded",0.0348837209302326,"Mild_57","Mild","Expanded_Mild"
"490","INCOV094-AC|5",5,"INCOV094-AC","Expanded",0.0581395348837209,"Mild_57","Mild","Expanded_Mild"
"491","INCOV094-BL|0",18,"INCOV094-BL","Expanded",0.155172413793103,"Mild_58","Mild","Expanded_Mild"
"492","INCOV094-BL|10",3,"INCOV094-BL","Expanded",0.0258620689655172,"Mild_58","Mild","Expanded_Mild"
"493","INCOV094-BL|2",1,"INCOV094-BL","Expanded",0.00862068965517241,"Mild_58","Mild","Expanded_Mild"
"494","INCOV094-BL|3",1,"INCOV094-BL","Expanded",0.00862068965517241,"Mild_58","Mild","Expanded_Mild"
"495","INCOV094-BL|5",2,"INCOV094-BL","Expanded",0.0172413793103448,"Mild_58","Mild","Expanded_Mild"
"496","INCOV097-AC|0",14,"INCOV097-AC","Expanded",0.120689655172414,"Mild_59","Mild","Expanded_Mild"
"497","INCOV097-AC|5",4,"INCOV097-AC","Expanded",0.0344827586206897,"Mild_59","Mild","Expanded_Mild"
"498","INCOV077-AC|0",99,"INCOV077-AC","Expanded",0.212903225806452,"Mild_6","Mild","Expanded_Mild"
"499","INCOV077-AC|10",2,"INCOV077-AC","Expanded",0.0043010752688172,"Mild_6","Mild","Expanded_Mild"
"500","INCOV077-AC|13",1,"INCOV077-AC","Expanded",0.0021505376344086,"Mild_6","Mild","Expanded_Mild"
"501","INCOV077-AC|2",9,"INCOV077-AC","Expanded",0.0193548387096774,"Mild_6","Mild","Expanded_Mild"
"502","INCOV077-AC|3",164,"INCOV077-AC","Expanded",0.352688172043011,"Mild_6","Mild","Expanded_Mild"
"503","INCOV077-AC|5",7,"INCOV077-AC","Expanded",0.0150537634408602,"Mild_6","Mild","Expanded_Mild"
"504","INCOV077-AC|9",1,"INCOV077-AC","Expanded",0.0021505376344086,"Mild_6","Mild","Expanded_Mild"
"505","INCOV097-BL|0",12,"INCOV097-BL","Expanded",0.153846153846154,"Mild_60","Mild","Expanded_Mild"
"506","INCOV097-BL|2",2,"INCOV097-BL","Expanded",0.0256410256410256,"Mild_60","Mild","Expanded_Mild"
"507","INCOV097-BL|3",1,"INCOV097-BL","Expanded",0.0128205128205128,"Mild_60","Mild","Expanded_Mild"
"508","INCOV097-BL|5",2,"INCOV097-BL","Expanded",0.0256410256410256,"Mild_60","Mild","Expanded_Mild"
"509","INCOV098-AC|0",11,"INCOV098-AC","Expanded",0.297297297297297,"Mild_61","Mild","Expanded_Mild"
"510","INCOV098-AC|2",1,"INCOV098-AC","Expanded",0.027027027027027,"Mild_61","Mild","Expanded_Mild"
"511","INCOV098-AC|3",3,"INCOV098-AC","Expanded",0.0810810810810811,"Mild_61","Mild","Expanded_Mild"
"512","INCOV098-AC|5",3,"INCOV098-AC","Expanded",0.0810810810810811,"Mild_61","Mild","Expanded_Mild"
"513","INCOV100-AC|0",41,"INCOV100-AC","Expanded",0.232954545454545,"Mild_62","Mild","Expanded_Mild"
"514","INCOV100-AC|10",1,"INCOV100-AC","Expanded",0.00568181818181818,"Mild_62","Mild","Expanded_Mild"
"515","INCOV100-AC|2",16,"INCOV100-AC","Expanded",0.0909090909090909,"Mild_62","Mild","Expanded_Mild"
"516","INCOV100-AC|3",7,"INCOV100-AC","Expanded",0.0397727272727273,"Mild_62","Mild","Expanded_Mild"
"517","INCOV100-AC|5",41,"INCOV100-AC","Expanded",0.232954545454545,"Mild_62","Mild","Expanded_Mild"
"518","INCOV100-AC|9",3,"INCOV100-AC","Expanded",0.0170454545454545,"Mild_62","Mild","Expanded_Mild"
"519","INCOV100-BL|0",33,"INCOV100-BL","Expanded",0.192982456140351,"Mild_63","Mild","Expanded_Mild"
"520","INCOV100-BL|10",2,"INCOV100-BL","Expanded",0.0116959064327485,"Mild_63","Mild","Expanded_Mild"
"521","INCOV100-BL|2",3,"INCOV100-BL","Expanded",0.0175438596491228,"Mild_63","Mild","Expanded_Mild"
"522","INCOV100-BL|3",17,"INCOV100-BL","Expanded",0.0994152046783626,"Mild_63","Mild","Expanded_Mild"
"523","INCOV100-BL|5",42,"INCOV100-BL","Expanded",0.245614035087719,"Mild_63","Mild","Expanded_Mild"
"524","INCOV100-BL|9",1,"INCOV100-BL","Expanded",0.00584795321637427,"Mild_63","Mild","Expanded_Mild"
"525","INCOV101-AC|0",6,"INCOV101-AC","Expanded",0.0833333333333333,"Mild_64","Mild","Expanded_Mild"
"526","INCOV101-AC|2",2,"INCOV101-AC","Expanded",0.0277777777777778,"Mild_64","Mild","Expanded_Mild"
"527","INCOV101-AC|3",1,"INCOV101-AC","Expanded",0.0138888888888889,"Mild_64","Mild","Expanded_Mild"
"528","INCOV101-AC|5",5,"INCOV101-AC","Expanded",0.0694444444444444,"Mild_64","Mild","Expanded_Mild"
"529","INCOV101-BL|0",11,"INCOV101-BL","Expanded",0.035031847133758,"Mild_65","Mild","Expanded_Mild"
"530","INCOV101-BL|10",5,"INCOV101-BL","Expanded",0.0159235668789809,"Mild_65","Mild","Expanded_Mild"
"531","INCOV101-BL|13",1,"INCOV101-BL","Expanded",0.00318471337579618,"Mild_65","Mild","Expanded_Mild"
"532","INCOV101-BL|2",4,"INCOV101-BL","Expanded",0.0127388535031847,"Mild_65","Mild","Expanded_Mild"
"533","INCOV101-BL|3",11,"INCOV101-BL","Expanded",0.035031847133758,"Mild_65","Mild","Expanded_Mild"
"534","INCOV101-BL|5",16,"INCOV101-BL","Expanded",0.0509554140127389,"Mild_65","Mild","Expanded_Mild"
"535","INCOV101-BL|7",1,"INCOV101-BL","Expanded",0.00318471337579618,"Mild_65","Mild","Expanded_Mild"
"536","INCOV102-AC|0",14,"INCOV102-AC","Expanded",0.189189189189189,"Mild_66","Mild","Expanded_Mild"
"537","INCOV102-AC|2",5,"INCOV102-AC","Expanded",0.0675675675675676,"Mild_66","Mild","Expanded_Mild"
"538","INCOV102-AC|3",3,"INCOV102-AC","Expanded",0.0405405405405405,"Mild_66","Mild","Expanded_Mild"
"539","INCOV102-AC|5",14,"INCOV102-AC","Expanded",0.189189189189189,"Mild_66","Mild","Expanded_Mild"
"540","INCOV102-BL|0",26,"INCOV102-BL","Expanded",0.152941176470588,"Mild_67","Mild","Expanded_Mild"
"541","INCOV102-BL|10",5,"INCOV102-BL","Expanded",0.0294117647058824,"Mild_67","Mild","Expanded_Mild"
"542","INCOV102-BL|2",13,"INCOV102-BL","Expanded",0.0764705882352941,"Mild_67","Mild","Expanded_Mild"
"543","INCOV102-BL|3",11,"INCOV102-BL","Expanded",0.0647058823529412,"Mild_67","Mild","Expanded_Mild"
"544","INCOV102-BL|5",18,"INCOV102-BL","Expanded",0.105882352941176,"Mild_67","Mild","Expanded_Mild"
"545","INCOV103-AC|0",17,"INCOV103-AC","Expanded",0.131782945736434,"Mild_68","Mild","Expanded_Mild"
"546","INCOV103-AC|10",1,"INCOV103-AC","Expanded",0.00775193798449612,"Mild_68","Mild","Expanded_Mild"
"547","INCOV103-AC|2",7,"INCOV103-AC","Expanded",0.0542635658914729,"Mild_68","Mild","Expanded_Mild"
"548","INCOV103-AC|3",2,"INCOV103-AC","Expanded",0.0155038759689922,"Mild_68","Mild","Expanded_Mild"
"549","INCOV103-AC|5",20,"INCOV103-AC","Expanded",0.155038759689922,"Mild_68","Mild","Expanded_Mild"
"550","INCOV103-BL|0",17,"INCOV103-BL","Expanded",0.166666666666667,"Mild_69","Mild","Expanded_Mild"
"551","INCOV103-BL|10",1,"INCOV103-BL","Expanded",0.00980392156862745,"Mild_69","Mild","Expanded_Mild"
"552","INCOV103-BL|2",3,"INCOV103-BL","Expanded",0.0294117647058824,"Mild_69","Mild","Expanded_Mild"
"553","INCOV103-BL|3",6,"INCOV103-BL","Expanded",0.0588235294117647,"Mild_69","Mild","Expanded_Mild"
"554","INCOV103-BL|5",14,"INCOV103-BL","Expanded",0.137254901960784,"Mild_69","Mild","Expanded_Mild"
"555","INCOV077-BL|0",57,"INCOV077-BL","Expanded",0.12258064516129,"Mild_7","Mild","Expanded_Mild"
"556","INCOV077-BL|10",2,"INCOV077-BL","Expanded",0.0043010752688172,"Mild_7","Mild","Expanded_Mild"
"557","INCOV077-BL|13",5,"INCOV077-BL","Expanded",0.010752688172043,"Mild_7","Mild","Expanded_Mild"
"558","INCOV077-BL|2",5,"INCOV077-BL","Expanded",0.010752688172043,"Mild_7","Mild","Expanded_Mild"
"559","INCOV077-BL|3",36,"INCOV077-BL","Expanded",0.0774193548387097,"Mild_7","Mild","Expanded_Mild"
"560","INCOV077-BL|5",13,"INCOV077-BL","Expanded",0.0279569892473118,"Mild_7","Mild","Expanded_Mild"
"561","INCOV104-AC|0",53,"INCOV104-AC","Expanded",0.156342182890855,"Mild_70","Mild","Expanded_Mild"
"562","INCOV104-AC|10",5,"INCOV104-AC","Expanded",0.0147492625368732,"Mild_70","Mild","Expanded_Mild"
"563","INCOV104-AC|13",2,"INCOV104-AC","Expanded",0.00589970501474926,"Mild_70","Mild","Expanded_Mild"
"564","INCOV104-AC|2",6,"INCOV104-AC","Expanded",0.0176991150442478,"Mild_70","Mild","Expanded_Mild"
"565","INCOV104-AC|3",63,"INCOV104-AC","Expanded",0.185840707964602,"Mild_70","Mild","Expanded_Mild"
"566","INCOV104-AC|5",48,"INCOV104-AC","Expanded",0.141592920353982,"Mild_70","Mild","Expanded_Mild"
"567","INCOV104-AC|7",1,"INCOV104-AC","Expanded",0.00294985250737463,"Mild_70","Mild","Expanded_Mild"
"568","INCOV104-AC|9",2,"INCOV104-AC","Expanded",0.00589970501474926,"Mild_70","Mild","Expanded_Mild"
"569","INCOV105-AC|0",30,"INCOV105-AC","Expanded",0.181818181818182,"Mild_71","Mild","Expanded_Mild"
"570","INCOV105-AC|10",6,"INCOV105-AC","Expanded",0.0363636363636364,"Mild_71","Mild","Expanded_Mild"
"571","INCOV105-AC|13",1,"INCOV105-AC","Expanded",0.00606060606060606,"Mild_71","Mild","Expanded_Mild"
"572","INCOV105-AC|2",5,"INCOV105-AC","Expanded",0.0303030303030303,"Mild_71","Mild","Expanded_Mild"
"573","INCOV105-AC|3",5,"INCOV105-AC","Expanded",0.0303030303030303,"Mild_71","Mild","Expanded_Mild"
"574","INCOV105-AC|5",28,"INCOV105-AC","Expanded",0.16969696969697,"Mild_71","Mild","Expanded_Mild"
"575","INCOV105-AC|9",1,"INCOV105-AC","Expanded",0.00606060606060606,"Mild_71","Mild","Expanded_Mild"
"576","INCOV107-AC|0",5,"INCOV107-AC","Expanded",0.147058823529412,"Mild_72","Mild","Expanded_Mild"
"577","INCOV107-AC|10",1,"INCOV107-AC","Expanded",0.0294117647058824,"Mild_72","Mild","Expanded_Mild"
"578","INCOV107-AC|3",1,"INCOV107-AC","Expanded",0.0294117647058824,"Mild_72","Mild","Expanded_Mild"
"579","INCOV107-AC|5",1,"INCOV107-AC","Expanded",0.0294117647058824,"Mild_72","Mild","Expanded_Mild"
"580","INCOV107-BL|0",17,"INCOV107-BL","Expanded",0.223684210526316,"Mild_73","Mild","Expanded_Mild"
"581","INCOV107-BL|10",1,"INCOV107-BL","Expanded",0.0131578947368421,"Mild_73","Mild","Expanded_Mild"
"582","INCOV107-BL|2",2,"INCOV107-BL","Expanded",0.0263157894736842,"Mild_73","Mild","Expanded_Mild"
"583","INCOV107-BL|3",1,"INCOV107-BL","Expanded",0.0131578947368421,"Mild_73","Mild","Expanded_Mild"
"584","INCOV108-AC|0",41,"INCOV108-AC","Expanded",0.235632183908046,"Mild_74","Mild","Expanded_Mild"
"585","INCOV108-AC|10",14,"INCOV108-AC","Expanded",0.0804597701149425,"Mild_74","Mild","Expanded_Mild"
"586","INCOV108-AC|13",1,"INCOV108-AC","Expanded",0.00574712643678161,"Mild_74","Mild","Expanded_Mild"
"587","INCOV108-AC|2",14,"INCOV108-AC","Expanded",0.0804597701149425,"Mild_74","Mild","Expanded_Mild"
"588","INCOV108-AC|3",5,"INCOV108-AC","Expanded",0.028735632183908,"Mild_74","Mild","Expanded_Mild"
"589","INCOV108-AC|5",24,"INCOV108-AC","Expanded",0.137931034482759,"Mild_74","Mild","Expanded_Mild"
"590","INCOV108-AC|9",2,"INCOV108-AC","Expanded",0.0114942528735632,"Mild_74","Mild","Expanded_Mild"
"591","INCOV109-AC|0",11,"INCOV109-AC","Expanded",0.261904761904762,"Mild_75","Mild","Expanded_Mild"
"592","INCOV109-AC|10",2,"INCOV109-AC","Expanded",0.0476190476190476,"Mild_75","Mild","Expanded_Mild"
"593","INCOV109-AC|3",2,"INCOV109-AC","Expanded",0.0476190476190476,"Mild_75","Mild","Expanded_Mild"
"594","INCOV109-AC|5",2,"INCOV109-AC","Expanded",0.0476190476190476,"Mild_75","Mild","Expanded_Mild"
"595","INCOV109-BL|0",10,"INCOV109-BL","Expanded",0.212765957446809,"Mild_76","Mild","Expanded_Mild"
"596","INCOV109-BL|10",3,"INCOV109-BL","Expanded",0.0638297872340425,"Mild_76","Mild","Expanded_Mild"
